,id,timestamp,benchmark,kind,domain,dwarf,preset,mode,framework,version,details,validated,time
568,569,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.08044561417773366
569,570,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.08403250109404325
570,571,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.1717820600606501
571,572,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.17133559612557292
572,573,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.1709777449723333
573,574,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.17299543996341527
574,575,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.17236422910355031
575,576,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.17228874703869224
576,577,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.17254465585574508
577,578,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.17247839318588376
578,579,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.1739906519651413
579,580,1734472055,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,pythran,0.17.0,default,1,0.17337520187720656
580,581,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.2889714410994202
581,582,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.28635242604650557
582,583,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.28767071897163987
583,584,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.28754632407799363
584,585,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.28770547988824546
585,586,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.2883006779011339
586,587,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.28762108692899346
587,588,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.2887955750338733
588,589,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.2881874751765281
589,590,1734472064,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,pythran,0.17.0,default,1,0.28840966313146055
590,591,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.4277914180420339
591,592,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.42903833789750934
592,593,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.42961932718753815
593,594,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.42819005087949336
594,595,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.4280242449603975
595,596,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.4311044148635119
596,597,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.428381527075544
597,598,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.4295427850447595
598,599,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.4300345799420029
599,600,1734472076,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,pythran,0.17.0,default,1,0.4307454531081021
600,601,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.6038749769795686
601,602,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.6011680299416184
602,603,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.6051601390354335
603,604,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.6037452830933034
604,605,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.6065705951768905
605,606,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.6065402231179178
606,607,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.604931531008333
607,608,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.6046469919383526
608,609,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.6054425979964435
609,610,1734472089,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,pythran,0.17.0,default,1,0.604246738832444
610,611,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.829473874066025
611,612,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.8299502090085298
612,613,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.8394787269644439
613,614,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.8392124981619418
614,615,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.8355471601244062
615,616,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.8353563731070608
616,617,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.8355858710128814
617,618,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.8416595868766308
618,619,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.8405731020029634
619,620,1734472106,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,pythran,0.17.0,default,1,0.8360059149563313
620,621,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.0571520270314068
621,622,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.0573193219024688
622,623,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.0559299881570041
623,624,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.0584315981250256
624,625,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.0638583339750767
625,626,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.0606743909884244
626,627,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.0623560058884323
627,628,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.0696651409380138
628,629,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.1049468589480966
629,630,1734472125,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,pythran,0.17.0,default,1,1.0590993999503553
630,631,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.3189360611140728
631,632,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.326609519077465
632,633,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.3287006861064583
633,634,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.3289493639022112
634,635,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.3375879130326211
635,636,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.3343024179339409
636,637,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.3366140590514988
637,638,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.340778254903853
638,639,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.3400024499278516
639,640,1734472148,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,pythran,0.17.0,default,1,1.3471090800594538
640,641,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.6159300699364394
641,642,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.6357571000698954
642,643,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.6432152611669153
643,644,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.6362917281221598
644,645,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.6390405371785164
645,646,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.6422166090924293
646,647,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.6369115868583322
647,648,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.6402474360074848
648,649,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.6413310100324452
649,650,1734472174,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,pythran,0.17.0,default,1,1.636723168892786
650,651,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.951520784990862
651,652,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.9450288359075785
652,653,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.963319635950029
653,654,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.9567134231328964
654,655,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.9542143028229475
655,656,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.9545980549883097
656,657,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.9594886221457273
657,658,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.9501607120037079
658,659,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.9658756889402866
659,660,1734472205,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,pythran,0.17.0,default,1,1.9610031968913972
660,661,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.2706164631526917
661,662,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.2861476668622345
662,663,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.2877215119078755
663,664,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.2890707380138338
664,665,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.2877639441285282
665,666,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.2943870411254466
666,667,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.288247731048614
667,668,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.2936672198120505
668,669,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.2961462948005646
669,670,1734472241,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,pythran,0.17.0,default,1,2.3011834491044283
670,671,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.6605916970875114
671,672,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.6629551129881293
672,673,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.6815565761644393
673,674,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.665896574035287
674,675,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.6840789208654314
675,676,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.6791553790681064
676,677,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.6814291020855308
677,678,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.679829152999446
678,679,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.677947954973206
679,680,1734472281,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,pythran,0.17.0,default,1,2.6702803978696465
680,681,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.064640677999705
681,682,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.0587419350631535
682,683,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.07193049415946
683,684,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.052954677026719
684,685,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.061260759830475
685,686,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.0823364888783544
686,687,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.0693314450327307
687,688,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.073610882041976
688,689,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.0770391288679093
689,690,1734472327,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,pythran,0.17.0,default,1,3.084476773859933
690,691,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.0018204720690846443
691,692,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.0015857138205319643
692,693,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.0015406431630253792
693,694,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.0015241720248013735
694,695,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.0015275022014975548
695,696,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.0015100718010216951
696,697,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.0015192320570349693
697,698,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.0015145409852266312
698,699,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.0014997508842498064
699,700,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,fusion,1,0.001504960935562849
700,701,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.0015524029731750488
701,702,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.0015132019761949778
702,703,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.0015035709366202354
703,704,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.001506530912593007
704,705,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.00148633006028831
705,706,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.0014860909432172775
706,707,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.0015762641560286283
707,708,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.001481229905039072
708,709,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.0014797898475080729
709,710,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,parallel,1,0.0014830511063337326
710,711,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.0014667899813503027
711,712,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.001429207855835557
712,713,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.0014650700613856316
713,714,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.0014171090442687273
714,715,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.0014213582035154104
715,716,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.0014138880651444197
716,717,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.0014631799422204494
717,718,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.0014217090792953968
718,719,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.001418468076735735
719,720,1734472331,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,dace_cpu,1.0.0,auto_opt,1,0.0014480289537459612
720,721,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.007847158005461097
721,722,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.0072236862033605576
722,723,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.0074247128795832396
723,724,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.007418191991746426
724,725,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.007642169948667288
725,726,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.007447003154084086
726,727,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.007497245213016868
727,728,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.007519206032156944
728,729,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.007605318911373615
729,730,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,fusion,1,0.007613639114424586
730,731,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.008562852162867785
731,732,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.0077846848871558905
732,733,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.0077963650692254305
733,734,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.00800109189003706
734,735,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.00810360605828464
735,736,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.007972991093993187
736,737,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.03222676692530513
737,738,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.008414685958996415
738,739,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.009386999066919088
739,740,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,parallel,1,0.00809110514819622
740,741,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.006308173993602395
741,742,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.006211590953171253
742,743,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.006128977984189987
743,744,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.006098676938563585
744,745,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.006077087018638849
745,746,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.006096857134252787
746,747,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.006725548999384046
747,748,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.0061288580764085054
748,749,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.006099517922848463
749,750,1734472335,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,dace_cpu,1.0.0,auto_opt,1,0.006134548923000693
750,751,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.02694751601666212
751,752,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.026934255845844746
752,753,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.0277313229162246
753,754,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.02705555991269648
754,755,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.025980914011597633
755,756,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.026044426020234823
756,757,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.026150030083954334
757,758,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.02642271900549531
758,759,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.026352396933361888
759,760,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,fusion,1,0.0267756509128958
760,761,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.02641651895828545
761,762,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.027014438062906265
762,763,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.02723332610912621
763,764,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.02675442979671061
764,765,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.02693146700039506
765,766,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.02757307793945074
766,767,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.027019608998671174
767,768,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.027097791898995638
768,769,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.027620068984106183
769,770,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,parallel,1,0.027226025937125087
770,771,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.018750468036159873
771,772,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.017332409974187613
772,773,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.016777080949395895
773,774,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.01596432295627892
774,775,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.016721488907933235
775,776,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.015508328098803759
776,777,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.015132894972339272
777,778,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.01651315181516111
778,779,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.015362022910267115
779,780,1734472340,gemver,microbench,LinAlg,dense_linear_algebra,3000,main,dace_cpu,1.0.0,auto_opt,1,0.015202136943116784
780,781,1734472347,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,dace_cpu,1.0.0,fusion,1,0.05249356501735747
781,782,1734472347,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,dace_cpu,1.0.0,fusion,1,0.05340705579146743
782,783,1734472347,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,dace_cpu,1.0.0,fusion,1,0.05526624899357557
783,784,1734472347,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,dace_cpu,1.0.0,fusion,1,0.05263460008427501
784,785,1734472347,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,dace_cpu,1.0.0,fusion,1,0.0541686019860208
785,786,1734472347,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,dace_cpu,1.0.0,fusion,1,0.050905821146443486
786,787,1734472347,gemver,microbench,LinAlg,dense_linear_algebra,4000,main,dace_cpu,1.0.0,fusion,1,0.05277885403484106
